feature,data_type,n_distinct,n_missing,n_negative,n_zeros,count,mean,std,min,25%,50%,75%,max
var_res30_std_dev_25x25,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.5617323765676372,0.8551052743770573,0.05506168,0.9312523,1.4020725,2.000471,5.164432
building_area_per_pixel_res30_std_dev_25x25,float64,4170 (37.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.20824145483970077,0.030630568980674518,0.027395457,0.196418,0.20798354,0.22181654,0.28811312
canopy_heigth_res30_std_dev_25x25,int64,7 (0.06%),0 (0.00%),0 (0.00%),1793 (15.97%),11229.0,1.7143111586071778,1.2491361531216723,0.0,1.0,2.0,2.0,6.0
canopy_heigth_count_res30_std_dev_25x25,int64,7 (0.06%),0 (0.00%),0 (0.00%),4750 (42.30%),11229.0,1.1000089055125122,1.2835691937844276,0.0,0.0,1.0,2.0,6.0
coastal_std_dev_25x25,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.044466575266128204,0.009454387397202285,0.0125171120203574,0.039062871029874,0.0442373054129359,0.0497635923845481,0.0795738936961966
lwir11_std_dev_25x25,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2.3765545603388767,1.3095717021503503,0.7515393726363537,1.5254899602614225,1.9505970643795183,2.773953658717537,9.116063214495965
landsat_8_arvi_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.21388832361791968,0.07384606586448553,0.0702172318339755,0.1565135729106943,0.206335892879599,0.2646457632591103,0.5150542488311566
landsat_8_ndwi_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.18360520577299821,0.07232408804731573,0.0617137995412394,0.132639481192809,0.1720248290304473,0.2186219133793886,0.6043058149418707
landsat_8_awei_nsh_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.25519860552841156,0.0726992335698836,0.1520292394089586,0.2053762718135347,0.232612356714654,0.2789598628664914,0.6374937488114282
landsat_8_awei_sh_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1612428391409643,0.04903775218536305,0.0650128797868012,0.123589579613677,0.1517686680070965,0.1919330922419465,0.3275044493678576
landsat_8_si_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14760354674956083,0.06669922388212583,0.0532964162049797,0.1029121631018612,0.1298062907456996,0.1718168613712382,0.491805437393112
landsat_8_ndbi_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.11534528809126524,0.03208824535068025,0.06006563850222,0.0917751094390873,0.1116969801819118,0.1343995913123457,0.2963190252191119
landsat_8_ui_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1481799905216806,0.05925798294350037,0.0549130055752484,0.1018512509565006,0.1366930020017163,0.1884050628417285,0.3847459003364902
landsat_8_ibi_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.7334314547055224,0.0969693975622571,0.1877378298364943,0.6870555265070437,0.7524824365381808,0.8016056658055603,0.9269016978759964
landsat_8_albedo_std_dev_25x25,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.05026910210969416,0.012507617840696133,0.0256147621893163,0.0415849609672307,0.0471887615274801,0.0558696958990328,0.0996121241335206
street_width_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,15.48940035132247,3.641183011276884,8.857628,12.764034,15.169097,17.977282,28.728174
street_lanes_res100_std_dev_25x25,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.443469708527028,0.2708820050538709,0.89586014,1.2349458,1.4755948,1.6738849,1.9409937
street_width_res30_std_dev_25x25,float64,4173 (37.16%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.382933472081216,2.526387985502089,9.773674,18.918987,20.552423,21.87149,38.870853
street_lanes_res30_std_dev_25x25,float64,4172 (37.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.8397880057743345,0.24484067281335267,0.58894277,1.7291596,1.8788294,1.9954762,2.2743437
building_height_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,50.602906479650905,19.246339444054957,17.737144,40.177525,47.936058,56.224247,120.43553
building_height_std_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,18.489861534686973,11.73367254008703,2.9554825,11.81335,15.072763,21.068516,62.319
building_year_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1297.4575814845489,261.7080367058498,725.93414,1105.8181,1276.8735,1498.4302,1807.2468
building_height_res30_mean_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,52.73296971521061,29.75865942841601,7.201913,32.509743,45.635345,63.153744,185.32225
building_height_std_res30_mean_51x51,float64,4175 (37.18%),0 (0.00%),149 (1.33%),0 (0.00%),11229.0,7.0362265983363255,7.325396042777045,-0.5230602,2.6668825,4.499207,7.4891524,39.459263
building_year_res30_mean_51x51,float64,4172 (37.15%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1252.3785604693205,281.66628836493203,467.70743,1059.7646,1299.1503,1476.7091,1836.9156
var_res100_mean_51x51,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7018483275028942,0.6244336278701096,0.83151877,1.3137636,1.5616356,1.888102,3.9168806
building_area_per_pixel_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.15492308043200645,0.028931852553820955,0.08549691,0.13464813,0.15440245,0.1771478,0.23820679
var_res30_mean_51x51,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.5768566037910767,0.8303831442999287,0.18411326,1.0189545,1.3812336,1.9366782,5.020034
building_area_per_pixel_res30_mean_51x51,float64,4171 (37.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1938001124092083,0.04761425461322341,0.071245454,0.15973406,0.19638488,0.22152974,0.33145764
canopy_heigth_res30_mean_51x51,int64,5 (0.04%),0 (0.00%),0 (0.00%),5432 (48.37%),11229.0,0.7060290319707899,0.8316954365159426,0.0,0.0,1.0,1.0,4.0
canopy_heigth_count_res30_mean_51x51,int64,2 (0.02%),0 (0.00%),0 (0.00%),10606 (94.45%),11229.0,0.055481342951286844,0.2289275665391367,0.0,0.0,0.0,0.0,1.0
coastal_mean_51x51,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.09285314181713675,0.014327236532266453,0.0484433208381391,0.08362196366782,0.0935467464436755,0.1036745597846982,0.1201018396770473
lwir11_mean_51x51,float64,4185 (37.27%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,35.736207565979285,2.0640364614656974,28.921346127058843,34.426560788235314,36.2452680729412,37.22493489411767,39.076004954117664
landsat_8_arvi_mean_51x51,float64,4175 (37.18%),0 (0.00%),577 (5.14%),0 (0.00%),11229.0,0.16386303089543108,0.1084050880319084,-0.1481108856475697,0.0949458209676626,0.1545853997386524,0.2028262020479721,0.5225940065646093
landsat_8_ndwi_mean_51x51,float64,4175 (37.18%),0 (0.00%),11009 (98.04%),0 (0.00%),11229.0,-0.24656325882978608,0.09860228858741184,-0.5024558981776377,-0.297607799841272,-0.2536118013642028,-0.1959815392780719,0.0866577263126216
landsat_8_awei_nsh_mean_51x51,float64,4175 (37.18%),0 (0.00%),11229 (100.00%),0 (0.00%),11229.0,-0.7848262848656935,0.11767426563316168,-0.9784834587658592,-0.8757164028258363,-0.8174917317858517,-0.716856877402922,-0.3426044187331795
landsat_8_awei_sh_mean_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.135158226602833,0.06891674987080816,0.0215444932237601,0.0876816548923491,0.1238774937524029,0.1613903642829681,0.3789867733564014
landsat_8_si_mean_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.2974020712877424,0.07919511509905872,0.0170466294108735,0.2630880273988743,0.308958365103174,0.3392776219880313,0.4809521055179537
landsat_8_ndbi_mean_51x51,float64,4175 (37.18%),0 (0.00%),10635 (94.71%),0 (0.00%),11229.0,-0.06491240240990219,0.0471215052904444,-0.222665250449313,-0.0868891682004482,-0.0583969030222195,-0.0319517367460861,0.030953828514753
landsat_8_ui_mean_51x51,float64,4175 (37.18%),0 (0.00%),154 (1.37%),0 (0.00%),11229.0,0.19788410939791062,0.08000034010734726,-0.0369219146616996,0.1577233371466669,0.199032303037159,0.2317228979109811,0.4130406366542818
landsat_8_ibi_mean_51x51,float64,4175 (37.18%),0 (0.00%),9557 (85.11%),0 (0.00%),11229.0,-0.2227336829555229,0.234276442641055,-0.7676724104579306,-0.3823522398842062,-0.2270245414813196,-0.1074686983352369,0.4431998136198144
landsat_8_albedo_mean_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.14766253421440584,0.019937100157164062,0.0742649887318097,0.135460034745873,0.1545362169096834,0.1632656835310162,0.1753119459987754
street_width_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,29.285663823938023,4.2251357338151125,18.089321,26.615145,30.460152,32.08514,35.892467
street_lanes_res100_mean_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,2.510943234722593,0.4004638013665082,1.505107,2.216717,2.5982072,2.78837,3.1716046
street_width_res30_mean_51x51,float64,4173 (37.16%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,18.223465205334403,2.5869451000516146,5.7032795,16.917027,18.899101,20.051678,22.914145
street_lanes_res30_mean_51x51,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.6038159174904265,0.2622108863978053,0.4959524,1.4501977,1.6621019,1.7988411,2.1818368
building_height_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,53.538421465223976,25.490945471346425,26.241816,34.820213,45.77434,57.30074,135.79636
building_height_std_res100_std_dev_51x51,float64,1346 (11.99%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,26.096138428132512,15.455464105819987,7.993746,15.798293,19.49473,29.749723,73.11386
building_year_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,867.1782530679492,116.40942541475314,502.06058,818.7583,916.34644,955.3578,975.1593
building_height_res30_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,55.68183165900793,31.44679958005442,11.4465275,35.671623,46.015205,66.537315,193.76964
building_height_std_res30_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,15.561581989081839,12.76578153970296,1.4346942,7.3330755,10.2079525,19.104424,69.23698
building_year_res30_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,880.2064116208032,92.77934899500828,423.59756,831.52423,907.6014,955.61145,978.58594
var_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.5627962470202157,0.6529245170157845,0.846301,1.1187885,1.4221566,1.6078292,3.8585598
building_area_per_pixel_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1455318471960103,0.01619421910660696,0.11527184,0.13646227,0.14351162,0.15340497,0.19202152
var_res30_std_dev_51x51,float64,4170 (37.14%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.7010269688120048,0.8287551057364501,0.26394218,1.1431468,1.5851358,1.988984,5.486361
building_area_per_pixel_res30_std_dev_51x51,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.2132615677166266,0.01702332824444219,0.15767175,0.20263532,0.21049811,0.2219726,0.2629176
canopy_heigth_res30_std_dev_51x51,int64,7 (0.06%),0 (0.00%),0 (0.00%),560 (4.99%),11229.0,1.9106777095021819,1.0898129900493265,0.0,1.0,2.0,2.0,6.0
canopy_heigth_count_res30_std_dev_51x51,int64,6 (0.05%),0 (0.00%),0 (0.00%),2989 (26.62%),11229.0,1.2715290764983525,1.0846398113128117,0.0,0.0,1.0,2.0,5.0
coastal_std_dev_51x51,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.04676319923710803,0.006356339021203693,0.0300318020988289,0.0428929374157368,0.0467446990756478,0.0504824838401776,0.0648561485053067
lwir11_std_dev_51x51,float64,4190 (37.31%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,3.441947181250004,1.6454336289678062,1.2552646655974968,2.07584297765833,3.0507325026282417,4.312564882737821,8.954381541109493
landsat_8_arvi_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.25188525115459076,0.07006863507238907,0.1091772951607278,0.1981069742427272,0.2410336739775412,0.3010712879599748,0.4424693351284773
landsat_8_ndwi_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.23333672558718888,0.07816188907716312,0.0909987214161178,0.1695326078802232,0.2217377467376266,0.2809332991183133,0.4694976491130986
landsat_8_awei_nsh_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.29763005482056715,0.08553054618449304,0.1822177593607848,0.2274247715246367,0.2713237281743134,0.3556296997869095,0.605622918422854
landsat_8_awei_sh_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.17661222576981264,0.04538605937060309,0.0864525095857534,0.1416804244962417,0.1676346025393204,0.1990534994559704,0.2948942870862482
landsat_8_si_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1930497658941892,0.07437855164194605,0.0707558301914788,0.1301889693837458,0.174469221965141,0.244662439254236,0.3949932276099181
landsat_8_ndbi_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.1293578448953811,0.030189504730066246,0.0693783463546492,0.1075221432169263,0.1247857461348984,0.1449060885888791,0.2365831805058819
landsat_8_ui_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.18593582861294744,0.06131151749816634,0.0714866197789147,0.1371004884826208,0.1826917490055838,0.228838443209256,0.3799845463590353
landsat_8_ibi_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.7682806410575975,0.06423459331971895,0.5394847580006051,0.7378724635920965,0.7807637809780673,0.8129836220754116,0.8982471393962582
landsat_8_albedo_std_dev_51x51,float64,4175 (37.18%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,0.05608753530334426,0.012376818823410303,0.0344387777885009,0.0461531159307754,0.0527334893548018,0.0649106318836549,0.0924726624951248
street_width_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,17.239840049959927,2.743150332248704,11.773693,15.595278,17.287912,19.429405,22.427635
street_lanes_res100_std_dev_51x51,float64,1347 (12.00%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.5758779239023952,0.2035978798583732,1.1086075,1.4810675,1.6278744,1.7201213,1.9200575
street_width_res30_std_dev_51x51,float64,4169 (37.13%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,20.52587469837029,1.642066186076822,14.14473,19.536932,20.574738,21.447773,28.973763
street_lanes_res30_std_dev_51x51,float64,4174 (37.17%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.8526964802564787,0.13644445045565376,1.2539561,1.7626905,1.8585789,1.9495765,2.1781971
UHI Index,float64,595 (5.30%),0 (0.00%),0 (0.00%),0 (0.00%),11229.0,1.000001411991807,0.016238272864479427,0.956121565,0.988577288,1.000237307,1.011176088,1.046035939
